sample_id,Indole2,Indole3,Indole1,DMSO1,DMSO2,DMSO3,TCDD1,TCDD2,TCDD3
2310003H01Rik,490,537,679,573,439,548,498,673,555
2310003L06Rik,0,0,0,0,0,0,0,0,0
2310005A03Rik,0,0,1,0,0,0,1,0,0
2310005G13Rik,0,1,0,0,0,0,0,0,0
2310007B03Rik,365,413,474,464,505,494,421,498,436
2310007L24Rik,0,1,1,1,4,2,4,1,0
2310009B15Rik,54,43,61,53,14,64,24,69,34
2310010G23Rik,0,0,0,0,0,0,0,0,0
2310010J17Rik,12,21,11,50,18,25,8,24,15
2310011J03Rik,569,749,785,758,825,711,682,794,734
2310014F06Rik,0,0,0,1,0,0,0,0,0
2310014L17Rik,33,42,50,81,41,67,60,56,42
2310015A10Rik,135,107,120,278,93,169,95,164,135
2310015B20Rik,2,0,0,1,0,1,0,1,0
2310016D23Rik,0,0,0,0,0,0,0,0,0
2310016G11Rik,12,12,17,13,10,10,4,14,14
2310022A10Rik,246,306,299,310,333,299,315,352,288
2310022B05Rik,638,737,709,1247,807,1048,758,1009,808
2310026I22Rik,0,0,0,0,0,0,0,0,0
2310026L22Rik,3,2,4,3,4,6,2,6,4
2310030G06Rik,345,366,425,391,404,347,393,379,366
2310031A07Rik,4,1,1,0,4,4,0,3,0
2310033P09Rik,106,151,158,133,174,147,135,184,160
2310034C09Rik,0,1,0,1,0,0,0,1,0
2310035C23Rik,1787,1917,2086,2017,998,1928,1152,2041,2143
2310036O22Rik,743,1022,958,916,1114,956,925,1141,967
2310039H08Rik,164,217,254,193,189,269,209,307,174
2310040G07Rik,0,0,1,0,0,0,0,1,0
2310042E22Rik,0,0,0,0,0,0,0,0,0
2310043M15Rik,6,12,10,15,5,14,5,7,9
2310044K18Rik,0,2,0,1,2,2,1,2,3
2310045N01Rik,306,345,347,275,427,293,347,370,316
2310047M10Rik,265,292,309,366,316,335,236,376,316
2310050C09Rik,0,0,0,1,0,0,0,0,0
2310057J18Rik,0,0,0,0,0,0,0,0,0
2310057M21Rik,150,169,166,164,133,139,120,196,170
2310057N15Rik,0,0,0,0,0,0,0,0,0
2310058D17Rik,14,21,11,37,14,21,29,36,33
2310061I04Rik,702,786,789,863,1263,782,1030,960,864
2310061N02Rik,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0,0
2310067B10Rik,1516,1874,1799,1582,2117,1663,1962,1950,1695
2310069G16Rik,0,0,1,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,1,11,2,2,6,3,1
2310081O03Rik,0,0,0,0,0,0,0,2,0
2410002F23Rik,692,739,841,743,541,664,591,903,743
2410003L11Rik,0,0,0,0,0,0,0,0,0
2410004B18Rik,243,267,298,259,325,251,238,327,306
2410004I01Rik,0,0,0,0,0,0,0,0,0
2410004N09Rik,129,160,190,158,212,167,186,225,166
2410004P03Rik,0,1,0,0,1,0,0,2,0
2410006H16Rik,552,539,620,683,538,673,545,767,552
2410012M07Rik,0,0,0,0,0,0,0,0,0
2410015M20Rik,1060,1328,1329,1175,1093,1094,655,1454,1303
2410016O06Rik,279,396,416,337,335,332,316,449,379
2410017I17Rik,0,0,0,0,0,0,0,0,0
2410018L13Rik,5,8,7,5,1,7,7,7,8
2410019O14Rik,8,7,5,8,4,7,5,5,15
2410024N13Rik,1,2,0,2,1,0,0,0,1
2410080I02Rik,0,0,0,3,0,2,0,1,0
2410088K16Rik,0,0,0,1,0,0,0,0,0
2410089E03Rik,89,100,93,119,82,88,73,103,100
2410114N07Rik,0,0,0,1,0,0,0,0,0
2410124H12Rik,0,0,0,0,0,0,0,0,0
2410127L17Rik,42,37,32,46,48,31,36,47,39
2410131K14Rik,398,440,477,377,368,365,388,509,444
2410137M14Rik,0,0,0,0,0,0,0,0,0
2410141K09Rik,0,0,0,0,0,0,0,0,0
2410152P15Rik,0,0,0,0,0,0,0,0,0
2500002B13Rik,33,32,33,47,31,35,19,38,28
2500004C02Rik,41,57,66,76,44,63,55,59,61
2510002D24Rik,286,351,319,302,349,248,259,378,374
2510003E04Rik,400,434,467,538,524,504,457,545,522
2510009E07Rik,232,290,269,233,279,250,246,254,325
2510016G02Rik,0,2,2,0,0,1,0,0,1
2510039O18Rik,1992,2451,2567,2509,2064,2416,2189,2577,2181
2510046G10Rik,23,21,22,27,19,25,19,26,25
2510049J12Rik,1288,1421,1607,1482,2634,1511,2358,1913,1730
2600006K01Rik,0,0,1,1,0,0,1,0,0
2610001J05Rik,774,883,1040,845,671,881,527,902,920
2610002J02Rik,248,336,342,379,307,334,264,363,338
2610002M06Rik,914,970,1080,1300,755,1093,841,1155,1068
2610005L07Rik,13,20,14,17,27,14,49,20,20
2610008E11Rik,184,190,178,234,157,177,137,214,177
2610015P09Rik,116,106,137,132,144,115,134,135,136
2610018G03Rik,96,116,141,151,81,125,80,90,139
2610020C07Rik,5,7,18,13,6,6,6,14,7
2610020F03Rik,0,0,0,0,0,0,0,0,0
2610020H08Rik,92,92,85,106,58,71,63,86,99
2610021A01Rik,256,353,351,275,218,229,253,308,321
2610024D14Rik,0,0,0,0,0,0,0,0,0
2610027K06Rik,0,1,0,0,0,0,0,0,0
2610028E06Rik,0,0,0,0,0,0,0,0,0
2610028H24Rik,0,1,0,0,0,0,2,0,1
2610034B18Rik,1261,1419,1486,1724,1699,1635,1748,1727,1583
2610034M16Rik,0,0,0,0,0,0,0,0,0
2610035D17Rik,424,423,437,565,517,536,799,950,974
2610035F20Rik,0,0,0,1,0,0,0,0,0
2610037D02Rik,46,35,33,105,6,61,39,53,56
2610042L04Rik,0,0,0,0,0,0,0,0,0
2610044O15Rik8,152,146,177,155,101,143,94,156,162
2610203C20Rik,57,33,37,45,35,31,51,47,63
2610203C22Rik,0,1,0,1,0,1,0,1,1
2610204G07Rik,0,0,0,0,0,0,0,0,0
2610206C17Rik,2,3,7,6,0,6,5,12,4
2610301B20Rik,105,101,114,85,81,92,78,114,120
2610303G11Rik,0,0,0,0,0,0,0,0,0
2610305D13Rik,0,0,0,0,0,0,0,0,0
2610307P16Rik,1,0,0,1,0,0,0,0,0
2610316D01Rik,1,0,0,0,0,0,0,0,0
2610318N02Rik,29,20,29,29,27,11,31,30,19
2610507B11Rik,7484,8444,8782,9559,7871,8287,7381,9395,9375
2610507I01Rik,107,110,137,101,91,109,85,126,126
2610524H06Rik,18,33,38,26,28,24,19,23,25
2610528A11Rik,16739,19426,21536,10153,26212,15462,16860,19201,22184
2610528J11Rik,1240,1499,1547,1326,1928,1458,1635,1570,1541
2700012I20Rik,4,1,3,3,5,1,1,3,2
2700016F22Rik,2,3,3,0,0,1,2,2,0
2700029M09Rik,357,356,434,416,391,414,358,461,454
2700033N17Rik,1,2,1,4,7,4,7,0,3
2700038G22Rik,77,79,63,67,97,56,86,102,78
2700046A07Rik,0,0,0,0,0,0,0,0,0
2700046G09Rik,33,32,33,72,43,63,56,57,43
2700049A03Rik,127,203,176,170,124,152,143,169,173
2700060E02Rik,1072,1195,1374,1073,1537,1150,1295,1356,1270
2700062C07Rik,132,177,156,179,165,147,120,166,175
2700068H02Rik,7,1,6,5,1,5,3,2,3
2700069I18Rik,0,0,0,0,0,0,0,0,0
2700081O15Rik,38,62,52,47,41,36,31,50,40
2700089E24Rik,1947,2110,2511,2234,2669,2147,2583,2463,2409
2700094K13Rik,181,255,272,204,142,190,142,314,223
2700097O09Rik,237,231,276,447,173,305,201,368,305
2700099C18Rik,30,30,33,21,16,18,13,16,29
2810001G20Rik,65,71,93,107,70,93,56,105,91
2810002D19Rik,108,89,120,94,126,107,111,117,114
2810004N23Rik,427,557,609,505,540,486,532,643,544
2810006K23Rik,101,107,130,89,142,100,112,128,120
2810007J24Rik,0,0,0,0,0,0,0,0,0
2810008D09Rik,169,169,215,177,141,180,132,253,167
2810021J22Rik,145,152,156,149,132,140,133,176,122
2810025M15Rik,83,88,103,123,92,110,76,125,80
2810029C07Rik,12,7,5,40,14,19,14,12,10
2810032G03Rik,0,0,0,0,0,0,0,0,0
2810039B14Rik,25,12,21,26,23,12,9,18,18
2810047C21Rik1,0,0,0,0,0,0,0,0,0
2810055G20Rik,0,0,1,0,0,0,0,0,1
2810403A07Rik,2019,1885,2268,2492,1724,2022,1937,2191,2023
2810403D21Rik,40,51,54,55,51,44,41,58,58
2810404F17Rik,4,3,0,5,4,1,5,1,0
2810407A14Rik,0,0,0,0,0,0,0,0,0
2810408A11Rik,106,116,123,117,158,112,150,170,143
2810408I11Rik,22,25,21,29,16,12,11,13,14
2810408M09Rik,202,252,250,230,237,200,179,244,234
2810410L24Rik,50,52,56,64,71,57,68,88,48
2810417H13Rik,266,280,322,172,289,168,261,292,346
2810425M01Rik,0,1,1,1,0,1,2,1,1
2810428I15Rik,234,251,314,219,251,295,243,453,226
2810429I04Rik,0,2,3,1,5,0,2,3,1
2810430I11Rik,0,0,0,0,0,0,0,0,0
2810433D01Rik,0,0,0,0,0,0,0,1,0
2810442N19Rik,0,1,1,0,0,0,0,0,0
2810455O05Rik,14,11,14,5,11,13,11,16,17
2810459M11Rik,496,559,584,416,442,465,466,484,565
2810468N07Rik,0,0,0,0,0,0,0,0,0
2810471M01Rik,0,0,0,0,0,0,0,0,0
2810474O19Rik,652,688,752,888,611,639,535,647,753
2900005J15Rik,111,84,104,153,62,89,86,128,97
2900011O08Rik,0,0,0,0,2,1,1,0,1
2900026A02Rik,2101,2272,2371,2375,2431,2333,2163,2497,2611
2900041M22Rik,0,0,0,2,0,1,0,0,0
2900052L18Rik,48,35,55,77,43,58,35,79,34
2900055J20Rik,0,0,0,0,0,1,0,0,0
2900072N19Rik,0,0,0,1,1,1,0,3,1
2900076A07Rik,77,91,101,139,48,80,64,138,82
2900079G21Rik,0,0,0,0,0,0,0,0,0
2900089D17Rik,2,3,7,17,2,7,4,11,9
2900092C05Rik,0,0,0,0,0,0,0,0,0
3000002C10Rik,53,72,73,77,30,76,39,81,75
3010001F23Rik,0,0,0,0,0,0,0,0,0
3010003L21Rik,18,16,22,34,42,36,61,36,14
3010026O09Rik,13,7,9,18,14,11,7,11,8
3100002H09Rik,0,0,0,0,0,0,0,0,0
3100003L05Rik,0,0,1,0,1,0,0,0,0
3110001I22Rik,73,95,125,80,60,78,55,88,91
3110002H16Rik,872,1001,1106,1075,1159,963,1121,1137,1175
3110004A20Rik,0,0,0,0,0,0,0,0,0
3110007F17Rik,0,0,0,0,0,0,0,0,0
3110009E18Rik,19,19,24,17,21,21,14,24,16
3110018I06Rik,0,0,0,0,0,0,0,0,0
3110021A11Rik,1,2,2,0,1,0,1,2,1
3110021N24Rik,3,2,2,2,1,2,0,2,0
3110035E14Rik,0,0,0,0,0,0,0,0,0
3110039M20Rik,0,0,0,0,0,0,0,0,0
3110040N11Rik,274,303,344,260,292,268,226,348,329
3110043O21Rik,562,577,597,838,411,716,409,629,596
3110045C21Rik,47,48,70,78,41,54,46,62,69
3110052M02Rik,67,72,72,48,18,65,18,61,84
3110053B16Rik,45,46,44,43,29,36,18,40,46
3110056K07Rik,78,93,94,107,53,94,40,124,96
3110057O12Rik,205,220,227,304,216,278,161,249,239
3110062M04Rik,41,42,44,52,36,39,42,55,48
3110067C02Rik,2,5,0,7,4,3,7,2,2
3110070M22Rik,3,6,8,0,6,5,3,7,4
3110079O15Rik,1,0,0,1,0,0,0,0,0
3110082I17Rik,130,155,187,124,183,112,191,219,147
3110082J24Rik,0,0,0,0,0,0,0,0,0
3110083C13Rik,1,4,3,12,7,12,7,0,1
3110099E03Rik,0,0,0,0,0,0,0,0,0
3222401L13Rik,8,7,9,11,6,14,9,7,14
3300002A11Rik,0,0,1,0,0,0,0,2,1
3300002I08Rik,5,6,6,9,2,2,4,3,9
3300005D01Rik,3,1,2,9,3,0,1,1,6
3425401B19Rik,0,0,0,0,0,0,1,3,0
3632451O06Rik,34,46,50,172,64,115,63,70,57
3632454L22Rik,1,0,0,0,0,0,0,1,0
3830403N18Rik,0,15,26,3,7,0,0,13,3
3830406C13Rik,527,544,623,608,658,634,708,616,619
3830408C21Rik,1,4,5,6,3,4,5,4,5
3830417A13Rik,0,0,0,0,0,0,0,0,0
3930402G23Rik,121,115,151,76,108,79,87,144,112
4430402I18Rik,11,10,14,19,15,15,16,16,9
4631405J19Rik,0,0,1,0,1,0,0,0,0
4631405K08Rik,8,2,5,6,8,6,6,3,4
4632404H12Rik,125,154,141,154,107,125,97,177,146
4632411P08Rik,44,41,47,39,42,54,33,47,60
4632415L05Rik,67,94,97,66,64,87,91,95,94
4632427E13Rik,113,97,104,185,36,101,49,128,118
4632428C04Rik,66,59,51,85,71,65,50,75,63
4632428N05Rik,1,0,5,5,5,0,7,1,5
4632433K11Rik,2,0,3,4,2,5,0,2,3
4632434I11Rik,75,123,103,104,60,81,66,97,128
4731417B20Rik,0,0,0,0,0,0,1,0,0
4731419I09Rik,5,4,8,17,9,16,3,8,20
4732414G09Rik,0,0,1,0,1,2,0,2,0
4732419C18Rik,6,2,3,6,8,8,2,10,4
4732440D04Rik,12,10,21,22,4,11,6,12,5
4732456N10Rik,42,63,57,603,125,381,189,125,78
4732463B04Rik,30,20,19,19,10,14,18,29,27
4732471J01Rik,1,0,0,8,1,7,1,0,1
4732487G21Rik,45,49,43,59,56,31,26,47,46
4732490B19Rik,34,31,32,49,47,48,60,47,57
4732491K20Rik,32,27,28,41,47,35,42,45,26
4831440E17Rik,6,12,6,12,9,15,13,7,6
4833403I15Rik,1,0,0,8,0,0,0,0,0
4833407H14Rik,69,79,109,109,88,80,74,82,63
4833412C05Rik,0,0,0,0,0,0,0,0,0
4833413E03Rik,1,0,1,1,1,2,1,4,12
4833417C18Rik,5,11,4,7,5,6,7,3,14
4833418N02Rik,73,79,79,139,56,61,54,87,70
4833418N17Rik,0,0,0,0,0,0,0,0,0
4833420G17Rik,381,442,479,476,321,408,337,450,448
4833422C13Rik,0,2,0,0,1,1,1,0,0
4833422M21Rik,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,2,3,4,2,3,4,1,2
4833424O15Rik,0,0,0,0,0,0,0,0,0
4833427F10Rik,0,0,0,3,0,1,4,3,4
4833427G06Rik,0,0,0,0,1,0,0,0,1
4833428L15Rik,0,2,0,1,0,0,0,0,0
4833439L19Rik,3266,3918,3958,3043,4015,3262,3295,3714,4055
4921501E09Rik,0,0,0,0,0,0,0,0,0
4921504A21Rik,0,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0,0
4921507G05Rik,2,0,2,7,6,5,4,3,3
4921507L20Rik,2,4,7,11,4,10,6,7,7
4921507P07Rik,12,23,23,9,19,17,18,23,14
4921508D12Rik,0,0,0,0,0,0,0,0,0
4921508M14Rik,0,0,0,0,0,0,0,0,0
4921509A06Rik,0,0,0,0,0,0,0,0,0
4921509C19Rik,0,0,0,0,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0,0
4921513D11Rik,0,0,0,0,0,1,1,0,0
4921513I03Rik,0,0,0,0,0,0,0,0,0
4921514A10Rik,14,12,7,18,9,13,6,13,8
4921515E04Rik,0,0,0,0,0,0,0,0,0
4921517D22Rik,1,0,0,0,0,0,0,0,0
4921518K17Rik,2,0,0,0,0,0,2,1,3
4921522P10Rik,2,0,0,1,0,0,0,0,0
4921523L03Rik,0,0,0,0,0,0,0,0,0
4921524J17Rik,160,146,153,124,101,123,136,159,136
4921524L21Rik,0,0,0,0,0,0,0,0,0
4921528I07Rik,0,0,0,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0,0,0,0
4921531C22Rik,68,78,85,129,91,100,83,106,97
4921534H16Rik,0,0,0,0,0,0,0,0,0
4921536K21Rik,59,50,63,58,60,44,60,83,71
4921539E11Rik,1,0,2,1,0,0,0,0,0
4922502D21Rik,1,0,0,0,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0,0
4930402F06Rik,0,0,0,0,0,0,0,0,0
4930402H24Rik,468,409,500,665,386,539,332,529,488
4930402K13Rik,0,0,0,0,0,0,0,0,0
4930403D09Rik,0,0,0,0,0,0,0,0,0
4930403O15Rik,4,2,3,2,5,2,1,0,2
4930404A10Rik,0,0,0,0,0,0,0,0,0
4930404H24Rik,0,0,0,0,0,0,0,0,0
4930404I05Rik,9,8,16,13,4,14,6,13,14
4930404N11Rik,11,10,16,13,10,12,19,18,12
4930405A21Rik,8,7,4,15,2,14,5,17,7
4930405D11Rik,0,0,0,0,0,0,0,0,0
4930405H06Rik,0,0,0,0,0,0,0,0,0
4930405O22Rik,2,2,2,3,1,1,3,4,0
4930406D18Rik,0,0,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0,0,0,0
4930407I10Rik,2,0,0,0,1,0,0,0,0
4930408O17Rik,0,1,1,2,0,1,1,2,2
4930412B13Rik,0,0,0,0,0,0,0,0,0
4930412C18Rik,9,4,3,6,4,11,6,8,3
4930412D23Rik,0,0,0,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0,0,0,0
4930412L05Rik,0,0,0,0,0,0,0,0,1
4930412M03Rik,7,1,3,2,12,1,8,3,2
4930412O13Rik,0,0,0,0,0,0,0,0,0
4930415F15Rik,0,0,0,0,0,0,0,0,0
4930415H17Rik,0,0,0,0,0,0,0,0,0
4930415L06Rik,0,0,0,0,0,0,0,0,0
4930415O20Rik,39,46,56,62,55,76,48,61,44
4930417H01Rik,22,11,20,12,12,14,2,8,5
4930417O22Rik,0,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0,0
4930421P07Rik,0,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0,0,0,0
4930426I24Rik,0,0,0,0,1,1,0,0,1
4930426L09Rik,0,0,0,0,0,1,0,0,0
4930427A07Rik,179,218,200,176,152,145,107,209,202
4930428D18Rik,0,0,0,0,0,0,0,0,0
4930428N03Rik,0,0,0,0,0,0,0,0,0
4930429F24Rik,1,0,1,0,0,1,0,1,2
4930430A15Rik,0,0,0,0,0,0,0,0,0
4930430D24Rik,0,0,0,0,0,0,0,0,0
4930430E12Rik,0,0,0,0,0,1,0,0,1
4930430F08Rik,49,91,84,66,48,66,77,77,80
4930431F12Rik,0,0,0,0,0,0,0,0,0
4930431P03Rik,0,0,0,0,0,0,0,0,0
4930432B10Rik,0,0,0,2,0,1,0,0,1
4930432E11Rik,0,2,0,1,3,0,3,2,0
4930432K21Rik,19,16,15,45,22,47,19,13,22
4930432L08Rik,0,0,0,0,0,1,0,0,0
4930432M17Rik,0,0,0,1,0,1,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,6,1,1,0,1,0
4930435E12Rik,0,0,0,0,0,0,0,0,0
4930435H24Rik,0,0,0,0,0,0,0,0,0
4930438A08Rik,0,0,0,3,4,3,0,2,0
4930438E09Rik,0,0,0,0,0,0,0,0,0
4930439A04Rik,0,0,0,0,0,0,0,0,0
4930440I19Rik,1,0,0,0,0,0,0,1,0
4930441J16Rik,0,0,0,0,0,0,0,0,0
4930442H23Rik,2,6,4,3,7,3,4,3,3
4930442J19Rik,0,0,0,0,0,0,0,0,0
4930442L01Rik,0,0,1,0,0,0,0,0,0
4930443O20Rik,0,1,1,2,0,0,0,1,1
4930444E06Rik,0,0,1,0,0,1,0,0,1
4930444G20Rik,2,4,0,3,3,5,1,2,1
4930444M15Rik,1,0,0,7,1,1,0,0,1
4930444P10Rik,0,0,0,0,0,0,0,0,0
4930445B16Rik,0,0,0,0,0,0,0,0,0
4930445N08Rik,0,0,0,0,0,0,0,0,0
4930445N18Rik,0,0,1,1,0,1,0,0,2
4930447A16Rik,0,0,0,1,1,0,0,1,1
4930447C04Rik,0,0,0,0,0,1,0,0,0
4930447F04Rik,0,0,0,0,0,0,0,0,0
4930447M23Rik,0,0,0,2,0,1,0,1,1
4930448D08Rik,2,8,2,1,0,5,1,3,3
4930448E22Rik,0,0,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0,0
4930448K20Rik,0,2,0,1,0,0,1,1,1
4930448N21Rik,0,2,0,0,0,1,1,1,0
4930449A18Rik,0,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0,0,0,0
4930451C15Rik,1,2,2,1,1,2,0,0,1
4930451E10Rik,4,2,1,5,1,2,1,2,5
4930451G09Rik,9,8,8,19,13,12,7,13,15
4930451I11Rik,0,0,0,0,0,0,0,0,0
4930452B06Rik,1,4,3,2,5,5,8,5,5
4930453H23Rik,0,0,0,0,0,0,0,0,0
4930453N24Rik,364,441,417,316,354,330,338,408,384
4930453O03Rik,0,0,0,0,0,0,0,0,0
4930455B14Rik,0,0,0,0,0,0,0,0,0
4930455D15Rik,0,0,0,3,0,0,0,0,0
4930455G09Rik,7,0,4,3,2,6,2,4,3
4930455H04Rik,0,0,0,0,0,0,0,0,0
4930456L15Rik,0,0,0,1,0,0,0,0,0
4930458D05Rik,6,12,13,13,16,7,7,21,6
4930461C15Rik,1,1,0,2,0,2,2,2,0
4930461G14Rik,44,55,62,103,98,67,111,92,56
4930463O16Rik,0,0,0,0,0,0,1,0,0
4930465K10Rik,0,0,2,1,3,1,1,2,4
4930465M20Rik,0,0,0,0,0,0,0,0,0
4930466I24Rik,0,0,0,0,0,1,0,0,0
4930467D21Rik,0,0,0,0,0,0,0,0,0
4930467E23Rik,0,0,0,0,0,0,0,0,0
4930467K11Rik,1,0,0,0,0,0,0,0,0
4930468A15Rik,0,0,0,0,0,0,0,0,0
4930469B13Rik,0,0,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0,0,0,0
4930469K13Rik,0,0,0,0,0,0,0,0,0
4930470G03Rik,1,0,0,6,0,0,2,1,0
4930470P17Rik,0,0,0,0,0,0,0,0,0
4930471C04Rik,0,1,0,0,0,1,0,0,0
4930471C06Rik,0,0,0,0,0,0,0,0,0
4930471D02Rik,1,0,0,4,0,2,1,2,0
4930471M09Rik,0,0,0,1,1,1,0,0,0
4930473A02Rik,3,1,2,6,8,4,3,3,4
4930473D10Rik,0,0,0,0,0,0,0,0,0
4930474H06Rik,0,0,0,0,0,0,0,0,0
4930474N05Rik,0,0,0,0,0,0,0,0,0
4930477E14Rik,0,0,0,0,0,0,0,0,0
4930478K11Rik,0,0,0,0,0,0,0,0,0
4930479D17Rik,1,0,1,0,1,0,0,2,0
4930480E11Rik,0,0,0,0,0,0,0,0,0
4930480G23Rik,0,0,0,0,1,0,1,1,0
4930480K15Rik,0,0,0,0,0,0,0,0,0
4930480K23Rik,40,36,31,47,31,38,32,49,35
4930481A15Rik,28,35,39,54,44,38,35,43,36
4930481B07Rik,18,15,15,40,11,18,9,24,10
4930483J18Rik,2,2,5,6,0,4,0,0,1
4930483K19Rik,24,25,16,33,6,16,9,44,22
4930485B16Rik,0,0,0,0,0,5,1,1,0
4930486F22Rik,0,0,0,0,0,0,0,0,0
4930486I03Rik,0,0,0,0,0,0,0,0,0
4930486L24Rik,0,0,0,0,0,1,0,0,0
4930488B22Rik,0,0,0,0,0,0,0,0,0
4930500F10Rik,12,5,8,16,10,6,6,18,6
4930500J02Rik,0,0,0,2,1,3,0,1,0
4930500M09Rik,0,0,1,1,0,0,1,0,0
4930502E09Rik,0,1,0,0,0,0,0,0,0
4930502E18Rik,0,0,0,0,0,0,0,0,1
4930503B20Rik,0,0,0,2,0,0,0,0,1
4930503E14Rik,0,0,0,0,0,0,0,0,0
4930503H13Rik,0,0,0,0,0,0,0,0,0
4930503L19Rik,3,1,3,1,2,7,6,0,2
4930504O13Rik,0,0,0,0,0,0,0,0,0
4930505A04Rik,0,0,0,0,1,0,1,0,0
4930505G20Rik,0,0,0,0,0,0,0,0,0
4930505K14Rik,0,0,1,0,0,0,0,0,0
4930505M18Rik,0,0,0,0,0,0,0,0,0
4930505N22Rik,0,3,2,2,0,1,1,0,0
4930505O20Rik,0,0,0,0,0,0,0,0,0
4930506C21Rik,14,4,8,12,5,9,6,6,7
4930506M07Rik,2208,2415,2821,2074,2663,2082,2562,2810,2872
4930507D05Rik,1,4,0,5,0,1,1,0,1
4930507D10Rik,1,0,0,0,0,0,0,0,0
4930509E16Rik,12,11,15,13,18,16,7,14,15
4930509G22Rik,11,8,15,17,16,11,11,8,10
4930509K18Rik,0,0,0,0,0,0,0,0,0
4930510E17Rik,0,2,1,2,1,0,0,2,0
4930511A02Rik,0,0,0,0,0,0,0,0,0
4930511M06Rik,0,0,1,2,0,0,1,2,1
4930511O05Rik,0,0,0,0,0,0,0,0,0
4930512B01Rik,1,0,0,1,2,3,0,1,1
4930512H18Rik,5,4,3,2,2,3,3,2,4
4930512M02Rik,0,0,0,0,0,0,0,0,0
4930513N10Rik,13,13,15,12,6,9,5,11,10
4930513O06Rik,0,0,0,0,0,0,0,0,0
4930515B02Rik,0,0,0,0,0,0,0,0,0
4930515G01Rik,13,9,18,10,17,10,20,9,17
4930515G13Rik,0,0,0,0,0,0,0,0,0
4930515L19Rik,0,0,0,0,0,0,0,0,0
4930516B21Rik,12,10,13,7,20,11,7,9,12
4930516K23Rik,0,0,0,0,0,0,0,0,0
4930517E11Rik,0,0,0,0,0,0,0,0,0
4930517O19Rik,1,0,1,1,0,1,1,0,0
4930518C09Rik,0,0,0,0,0,0,0,0,0
4930518I15Rik,24,15,13,30,19,14,14,23,24
4930519A11Rik,0,0,0,1,0,0,0,0,0
4930519D14Rik,0,0,0,0,0,0,0,0,0
4930519F09Rik,0,0,0,0,0,0,0,0,0
4930519F16Rik,0,0,0,0,0,0,0,0,0
4930519G04Rik,0,0,0,0,0,0,0,0,0
4930519P11Rik,2,0,3,1,5,1,8,3,1
4930520O04Rik,34,56,43,34,41,43,27,47,55
4930522H14Rik,0,0,0,0,0,0,0,0,0
4930522L14Rik,43,31,50,36,14,27,24,30,49
4930522N08Rik,0,0,0,0,0,0,0,0,0
4930522O17Rik,0,0,0,0,0,0,0,0,0
4930523C07Rik,288,338,322,701,351,452,321,354,353
4930524B15Rik,0,0,0,0,0,0,0,0,0
4930524J08Rik,10,11,12,10,8,9,13,17,5
4930524N10Rik,0,0,0,0,0,0,0,0,0
4930524O07Rik,4,2,3,8,10,8,6,4,5
4930524O08Rik,0,0,0,0,0,0,0,0,0
4930525G20Rik,4,1,3,1,1,2,1,3,3
4930525M21Rik,0,0,0,0,0,0,0,0,0
4930526A20Rik,0,0,0,1,0,0,1,1,1
4930526F13Rik,0,0,0,0,0,0,0,0,0
4930526L06Rik,0,0,1,0,0,0,0,1,0
4930527A07Rik,0,0,0,0,0,0,0,0,0
4930527B05Rik,0,0,0,0,0,0,0,0,0
4930527E20Rik,0,0,0,1,0,0,0,0,0
4930527J03Rik,0,0,0,0,0,0,2,0,0
4930528D03Rik,0,1,1,1,1,0,1,0,0
4930528G23Rik,0,0,0,0,0,0,0,0,0
4930528P14Rik,0,0,0,0,0,0,0,0,0
4930529C04Rik,0,0,0,0,0,0,0,0,0
4930529I22Rik,0,0,0,0,0,0,0,0,0
4930529M08Rik,2,3,1,7,4,7,6,3,3
4930532G15Rik,0,1,3,0,0,1,0,0,0
4930533B01Rik,0,0,0,1,0,0,0,1,0
4930533I22Rik,0,0,0,0,0,0,0,0,0
4930533K18Rik,0,0,0,0,0,0,0,0,0
4930534D22Rik,0,0,0,0,0,1,0,0,0
4930535I16Rik,0,0,0,0,0,0,0,0,0
4930535L15Rik,0,0,0,1,0,0,0,0,0
